,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling,gender,type,hasChildren,hasSiblings,hasAllies,hasKilled
144,Polliver,/character/ch0305023/,Andy Kellegher,/name/nm3464945/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Lommy Greenhands'],,,,,,,,,,,,,male,,,,,1.0
145,Prendahl na Ghezn,/character/ch0339504/,Ramon Tikaram,/name/nm0863130/,,,,,['Daario Naharis'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SX1777_CR0,0,1777,999_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
146,Pyat Pree,/character/ch0303952/,Ian Hanmore,/name/nm0360171/,,,,,"['Drogon', 'Viserion', 'Rhaegal']",https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Spice King', 'Silk King']",,,,,,,,,,,,,male,,,,,2.0
147,Pypar,/character/ch0273477/,Josef Altin,/name/nm1086981/,,,,,['Ygritte'],https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
148,Qhorin Halfhand,/character/ch0303951/,Simon Armstrong,/name/nm1409802/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
149,Qotho,/character/ch0246162/,Dar Salim,/name/nm1502469/,,,,,['Jorah Mormont'],https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
150,Qyburn,/character/ch0316929/,Anton Lesser,/name/nm0504320/,,,,,['Gregor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,['Cersei Lannister'],,,,,,,,,male,,,,,
151,Rakharo,/character/ch0251495/,Elyes Gabel,/name/nm1175468/,,,,,"[""Khal Jhaqo's Khalasar""]",https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
152,Ramsay Snow,/character/ch0321004/,Iwan Rheon,/name/nm3701064/,Bolton,,['Roose Bolton'],,"[""Ramsay Snow's Hounds""]",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,"['Master Torturer', 'Medger Cerwyn', 'Lady Cerwyn', 'Unidentified Cerwyn', 'Old Woman', 'Roose Bolton', 'Osha', 'Rickon Stark', 'Wun Wun']",,,['Sansa Stark'],,,,,,,,,,male,,,,,9.0
153,Randyll Tarly,/character/ch0524408/,James Faulkner,/name/nm0269077/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",,,,"['Dickon Tarly', 'Samwell Tarly', 'Talla Tarly']",['Melessa Tarly'],,,,,,,,,,male,,3.0,3.0,,
154,Rast,/character/ch0251498/,Luke Barnes,/name/nm4430828/,,,,,['Ghost'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Jeor Mormont'],,,,,,,,,,,,,male,,,,,1.0
155,Rattleshirt,/character/ch0305888/,,,,,,,['Tormund Giantsbane'],https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,Lord of Bones,,,,,,,,"[{'actorName': 'Edward Dogliani', 'actorLink': '/name/nm2589085/', 'seasonsActive': [2, 3]}, {'actorName': ""Ross O'Hennessy"", 'actorLink': '/name/nm1090815/', 'seasonsActive': [5]}]",,,,,,male,,,,,
156,Razdal mo Eraz,/character/ch0413591/,George Georgiou,/name/nm1745190/,,,,,['Grey Worm'],https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
157,Red Keep Stableboy,/character/ch0379229/,Hugo Culverhouse,/name/nm4164318/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
158,Renly Baratheon,/character/ch0246253/,Gethin Anthony,/name/nm2167445/,Baratheon,,,"['Robert Baratheon', 'Stannis Baratheon']",['Melisandre'],https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",,,,,['Margaery Tyrell'],,,,,,,,,,male,,,,,
159,Rhaegal,,,,Targaryen,,,"['Drogon', 'Viserion']",['Euron Greyjoy'],,,,"['Pyat Pree', 'Great Master #1']",,,,,,,,['Daenerys Targaryen'],,,,,male,Dragon,,,,2.0
160,Rhaegar Targaryen,,,,Targaryen,True,"['Rhaella Targaryen', 'Aerys II Targaryen']","['Daenerys Targaryen', 'Viserys Targaryen']",['Robert Baratheon'],,,,,,"['Jon Snow', 'Rhaenys Targaryen', 'Aegon Targaryen']","['Elia Martell', 'Lyanna Stark']",,,,,,,,['Lyanna Stark'],,male,,3.0,3.0,,
161,Rhaego,,,,,,"['Khal Drogo', 'Daenerys Targaryen']",,['Mirri Maz Duur'],,,,,,,,,,,,,,,,,male,,,,,
162,Rhaella Targaryen,,,,Targaryen,True,,['Aerys II Targaryen'],,,,,,,"['Daenerys Targaryen', 'Rhaegar Targaryen', 'Viserys Targaryen']",['Aerys II Targaryen'],,,,,,,,,,,,3.0,3.0,,
163,Rhaenys Targaryen,,,,Targaryen,True,"['Elia Martell', 'Rhaegar Targaryen']",,['Gregor Clegane'],,,,,,,,,,,,,,,,"['Aegon Targaryen', 'Jon Snow']",,,,,,
164,Rickard Karstark,/character/ch0305331/,,,,,,,['Robb Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwZThkNjQtYzU2NS00ZTRiLWFjNDUtNTdmMGQ2ZmE5M2NmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwZThkNjQtYzU2NS00ZTRiLWFjNDUtNTdmMGQ2ZmE5M2NmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,"['Martyn Lannister', 'Willem Lannister']",,['Harald Karstark'],,,,,"[{'actorName': 'John Stahl', 'actorLink': '/name/nm0821471/', 'seasonsActive': [2, 3]}, {'actorName': 'Steve Blount', 'actorLink': '/name/nm0089416/', 'seasonsActive': [1]}]",,,,,,male,,1.0,1.0,,2.0
165,Rickard Stark,,,,Stark,,,,['Aerys II Targaryen'],,,,,,"['Brandon Stark', 'Benjen Stark', 'Eddard Stark', 'Lyanna Stark']",,,,,,,,,,,male,,4.0,4.0,,
166,Rickon Stark,/character/ch0233141/,Art Parkinson,/name/nm3280686/,Stark,,"['Eddard Stark', 'Catelyn Stark']","['Robb Stark', 'Sansa Stark', 'Arya Stark', 'Bran Stark']",['Ramsay Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMWZiOGNjMDAtOTRlNi00MDJmLWEyMTMtOGEwZTM5ODJlNDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWZiOGNjMDAtOTRlNi00MDJmLWEyMTMtOGEwZTM5ODJlNDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,['Shaggydog'],,,,,,,male,,,,,
167,Robb Stark,/character/ch0158596/,Richard Madden,/name/nm0534635/,Stark,True,"['Eddard Stark', 'Catelyn Stark']","['Sansa Stark', 'Arya Stark', 'Bran Stark', 'Rickon Stark']",['Roose Bolton'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDE1NzczNF5BMl5BanBnXkFtZTcwNjcwODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDE1NzczNF5BMl5BanBnXkFtZTcwNjcwODg4OQ@@._V1_SY1000_CR0,0,845,1000_AL_.jpg",,"['Wallen', 'Rickard Karstark']",,,"['Roslin Frey', 'Talisa Maegyr']",,,['Grey Wind'],,,,,,,male,,,,,2.0
168,Robert Baratheon,/character/ch0155776/,Mark Addy,/name/nm0004692/,Baratheon,True,,"['Stannis Baratheon', 'Renly Baratheon']",['Boar'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwMDcwNzY5MF5BMl5BanBnXkFtZTcwMzIyMTE5OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwMDcwNzY5MF5BMl5BanBnXkFtZTcwMzIyMTE5OQ@@._V1_.jpg,,['Rhaegar Targaryen'],,"['Joffrey Baratheon', 'Myrcella Baratheon', 'Tommen Baratheon']","['Lyanna Stark', 'Cersei Lannister']",,,['Jon Arryn'],,,"['Jon Arryn', 'Eddard Stark', 'Tywin Lannister']",,,,male,,3.0,3.0,3.0,1.0
169,Robin Arryn,/character/ch0300949/,Lino Facioli,/name/nm2996220/,,,"['Jon Arryn', 'Lysa Arryn']",,,https://images-na.ssl-images-amazon.com/images/M/MV5BNjBlNzE3YjEtMTcwYS00OTQxLTk1NjEtNGMwNzJhNWI2OGJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNjBlNzE3YjEtMTcwYS00OTQxLTk1NjEtNGMwNzJhNWI2OGJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
170,Rodrik Cassel,/character/ch0171391/,Ron Donachie,/name/nm0231871/,,,,,['Theon Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDk5MjAwMF5BMl5BanBnXkFtZTcwNTk1NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDk5MjAwMF5BMl5BanBnXkFtZTcwNTk1NDk4OQ@@._V1_.jpg,,,,,,['Eddard Stark'],,,,,,,,,male,,,,,
171,Roose Bolton,/character/ch0305006/,Michael McElhatton,/name/nm0568385/,Bolton,,,,['Ramsay Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjE3MTExN15BMl5BanBnXkFtZTcwMTI3NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjE3MTExN15BMl5BanBnXkFtZTcwMTI3NDk4OQ@@._V1_.jpg,,['Robb Stark'],,['Ramsay Snow'],['Walda Bolton'],,,,,,,,,,male,,1.0,1.0,,1.0
172,Rorge,/character/ch0305019/,Andy Beckwith,/name/nm0065874/,,,,,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4Mjc3MTktMDYyOC00ZDVlLWJlNjMtYzFiMDFlYzg3MjJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4Mjc3MTktMDYyOC00ZDVlLWJlNjMtYzFiMDFlYzg3MjJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
173,Ros,/character/ch0010187/,Esmé Bianco,/name/nm2657974/,,,,,['Joffrey Baratheon'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1_SY1000_CR0,0,811,1000_AL_.jpg",,,,,,,,,,,,,,,female,,,,,
174,Roslin Frey,/character/ch0391563/,Alexandra Dowling,/name/nm5093301/,Frey,,['Walder Frey'],,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,"['Robb Stark', 'Edmure Tully']",,,,,,,,,,female,,,,,
175,Ryger Rivers,/character/ch0014591/,Bryan McCaugherty,/name/nm0565472/,,,['Walder Frey'],,,,,,,,,,,,,,,,,,,male,,,,,
176,Samwell Tarly,/character/ch0244961/,John Bradley,/name/nm4263213/,,,"['Randyll Tarly', 'Melessa Tarly']","['Dickon Tarly', 'Talla Tarly']",,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODYyOTczMF5BMl5BanBnXkFtZTcwNjY0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODYyOTczMF5BMl5BanBnXkFtZTcwNjY0ODg4OQ@@._V1_.jpg,,"['White Walker', 'Thenn Warg']",,['Baby Sam'],['Gilly'],,,,,,,,,,male,,1.0,1.0,,2.0
177,Sandor Clegane,/character/ch0162882/,Rory McCann,/name/nm0564920/,,,,['Gregor Clegane'],['Sandor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEwNDQ1MF5BMl5BanBnXkFtZTcwMzAxODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEwNDQ1MF5BMl5BanBnXkFtZTcwMzAxODg4OQ@@._V1_.jpg,The Hound,"['Mycah', 'Kings Landing Rioter #1', 'Kings Landing Rioter #2', 'Kings Landing Rioter #3', 'Beric Dondarrion', 'Frey Soldier #2', 'Lowell', 'Dying Man', 'Biter', 'Steve', 'Riddell', 'Gatins', 'Morgan', 'Lem Lemoncloak', 'Gregor Clegane', 'Sandor Clegane']",,,,,,,,,,,,,male,,,,,16.0
178,Sansa Stark,/character/ch0158137/,Sophie Turner,/name/nm3849842/,Stark,True,"['Eddard Stark', 'Catelyn Stark']","['Robb Stark', 'Arya Stark', 'Bran Stark', 'Rickon Stark']",,https://images-na.ssl-images-amazon.com/images/M/MV5BNjAwMjE2NDExNF5BMl5BanBnXkFtZTcwODAwODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjAwMjE2NDExNF5BMl5BanBnXkFtZTcwODAwODg4OQ@@._V1_SY1000_CR0,0,806,1000_AL_.jpg",,,,,"['Joffrey Baratheon', 'Tyrion Lannister', 'Ramsay Snow']",,,['Lady'],,,,,,,female,,,,,
179,Selyse Baratheon,/character/ch0316924/,,,Baratheon,,,,['Selyse Baratheon'],https://images-na.ssl-images-amazon.com/images/M/MV5BZGZjNDA5YWUtZjE5OC00NGE2LWI3Y2UtOTQ1Yjg1MDc3MTk4L2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGZjNDA5YWUtZjE5OC00NGE2LWI3Y2UtOTQ1Yjg1MDc3MTk4L2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Selyse Baratheon'],,['Shireen Baratheon'],['Stannis Baratheon'],,,,"[{'actorName': 'Tara Fitzgerald', 'actorLink': '/name/nm0001216/', 'seasonsActive': [3, 4, 5]}, {'actorName': 'Sarah MacKeever', 'actorLink': '/name/nm5223922/', 'seasonsActive': [2]}]",,,,,,female,,1.0,1.0,,1.0
180,Septa Mordane,/character/ch0248505/,Susan Brown,/name/nm0114742/,,,,,['Lannister Guardsman'],https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5ZTY2MTEtYzZiNy00MGExLWI0MjctOTcxMjdlZmU3OWM5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5ZTY2MTEtYzZiNy00MGExLWI0MjctOTcxMjdlZmU3OWM5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,female,,,,,
181,Shae,/character/ch0250564/,Sibel Kekilli,/name/nm1402546/,,,,,['Tyrion Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMTA0NTY5NF5BMl5BanBnXkFtZTcwNjk2ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMTA0NTY5NF5BMl5BanBnXkFtZTcwNjk2ODg4OQ@@._V1_.jpg,,,,,,,,,,,,,,,female,,,,,
182,Shaggydog,,,,Stark,,,"['Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Ghost']",['Smalljon Umber'],,,,,,,,,,,,['Rickon Stark'],,,,,male,Direwolf,,,,
183,Shireen Baratheon,/character/ch0306346/,Kerry Ingram,/name/nm5081192/,Baratheon,,"['Stannis Baratheon', 'Selyse Baratheon']",,['Melisandre'],https://images-na.ssl-images-amazon.com/images/M/MV5BZjUzNmYzZDktZGY4ZS00ZDA1LWE1MGItMDAwM2E1ZGVlODg1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjUzNmYzZDktZGY4ZS00ZDA1LWE1MGItMDAwM2E1ZGVlODg1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,female,,,,,
184,Silk King,/character/ch0345051/,Slavko Juraga,/name/nm0432838/,,,,,['Pyat Pree'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTA3YTFlMDAtNzIxNy00NGQzLWJlMjYtZGY3MjdmNThjMGIwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTA3YTFlMDAtNzIxNy00NGQzLWJlMjYtZGY3MjdmNThjMGIwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
185,Smalljon Umber,/character/ch0540067/,Dean S. Jagger,/name/nm2746504/,,,['Greatjon Umber'],,['Tormund Giantsbane'],https://images-na.ssl-images-amazon.com/images/M/MV5BNzViODI3ZTctMjZmNC00MzBhLWIxNTgtMDAzMTQ5OWM3YjE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzViODI3ZTctMjZmNC00MzBhLWIxNTgtMDAzMTQ5OWM3YjE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Shaggydog'],,,,,,,,,,,,,male,,,,,1.0
186,Spice King,/character/ch0305005/,Nicholas Blane,/name/nm0087432/,,,,,['Pyat Pree'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTA4NWE5ZDgtNjQ0Ni00YmUxLWJhZTgtOTRmY2U0YzI3YmE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTA4NWE5ZDgtNjQ0Ni00YmUxLWJhZTgtOTRmY2U0YzI3YmE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
187,Stannis Baratheon,/character/ch0250897/,Stephen Dillane,/name/nm0226820/,Baratheon,,,"['Robert Baratheon', 'Renly Baratheon']",['Brienne of Tarth'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzY0NzI0NF5BMl5BanBnXkFtZTcwNjA2NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzY0NzI0NF5BMl5BanBnXkFtZTcwNjA2NDk4OQ@@._V1_.jpg,,"['Gordy', 'Simpson']",,['Shireen Baratheon'],['Selyse Baratheon'],,,,,,,,,,male,,1.0,1.0,,2.0
188,Stevron Frey,/character/ch0305329/,Colin Carnegie,/name/nm1794801/,Frey,,,,,,,,,,,,,,,,,,,,,male,,,,,
189,Stiv,/character/ch0304972/,Stephen Don,/name/nm1651043/,,,,,['Theon Greyjoy'],https://images-na.ssl-images-amazon.com/images/M/MV5BYjFhYzE5NGYtMWM5Zi00YjAyLWI4YTktNDhhYTE1NGFhZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjFhYzE5NGYtMWM5Zi00YjAyLWI4YTktNDhhYTE1NGFhZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,,male,,,,,
190,Styr,/character/ch0400416/,Yuri Kolokolnikov,/name/nm0464305/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDM4Mjc1M15BMl5BanBnXkFtZTgwODQyMTg1MTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNDM4Mjc1M15BMl5BanBnXkFtZTgwODQyMTg1MTE@._V1_SX1777_CR0,0,1777,999_AL_.jpg",,"[""Olly's Mother""]",,,,,,,,,,,,,male,,,,,1.0
191,Summer,,,,Stark,,,"['Grey Wind', 'Lady', 'Nymeria', 'Shaggydog', 'Ghost']",['Wights'],,,,['Catspaw Assassin'],,,,,,,,['Bran Stark'],,,,,male,Direwolf,,,,1.0
192,Syrio Forel,/character/ch0246934/,Miltos Yerolemou,/name/nm1115654/,,,,,['Meryn Trant'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2OTA3NDY5Nl5BMl5BanBnXkFtZTcwMDg0ODg5NA@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2OTA3NDY5Nl5BMl5BanBnXkFtZTcwMDg0ODg5NA@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,,,,,,,,,,,,,,male,,,,,
193,Talisa Maegyr,/character/ch0305007/,Oona Chaplin,/name/nm2772105/,,,,,['Lothar Frey'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MjY3ODA5OF5BMl5BanBnXkFtZTcwMTA3NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MjY3ODA5OF5BMl5BanBnXkFtZTcwMTA3NDk4OQ@@._V1_.jpg,,,,,['Robb Stark'],,,,,,,,,,female,,,,,
